avg,id,popularity,profit,title
3.75,144,1.849607062196169,0.2468600779315258,Wings of Desire
3.6,145,2.146946907378409,0.0,Breaking the Waves
3.6,146,2.9929761288742727,2.5305440246732274,"Crouching Tiger, Hidden Dragon"
4.0,147,1.9835758075837993,0.0,The 400 Blows
3.4,148,2.547535771056305,0.0,The Secret Life of Words
3.9,149,2.3877454829636733,-2.671529644515892,Akira
3.25,150,2.727664640757566,1.8828753602374386,48 Hrs.
3.1,152,2.113573004423942,1.3791258716412782,Star Trek: The Motion Picture
3.65,153,2.4518186464024927,3.3988935298323937,Lost in Translation
3.65,154,1.9685429413232107,2.087740344494531,Star Trek II: The Wrath of Khan
4.15,155,4.8135432609102065,1.691947539664336,The Dark Knight
3.4,156,0.9750923282832099,0.0,Wilbur Wants to Kill Himself
3.2,157,1.8241133906082019,1.575536360758419,Star Trek III: The Search for Spock
3.8,158,1.974540226129056,0.0,Knockin' on Heaven's Door
3.05,159,2.1509850408818822,0.0,Maybe... Maybe Not
3.45,160,1.6594859518133607,0.0,The Arrival of a Train at La Ciotat
3.6,161,2.4944387413761375,1.668188724401567,Ocean's Eleven
3.75,162,2.8685943419878637,0.9745596399981308,Edward Scissorhands
3.2,163,2.4739591944714263,1.1932177574119962,Ocean's Twelve
3.8,164,2.3868608900277346,1.33500106673234,Breakfast at Tiffany's
3.7,165,2.6166550475715113,2.1162555148025524,Back to the Future Part II
3.2,166,2.493680381128601,0.0,The Party
3.55,167,2.517708730600378,0.04710501494397086,K-PAX
3.45,168,2.533455197468932,1.7122952978738082,Star Trek IV: The Voyage Home
3.0,169,2.462681575735496,0.48981182375330906,Predator 2
3.55,170,2.871129530213452,2.806022108092944,28 Days Later
3.15,171,1.6023796614833148,0.0,The Party 2
2.8,172,2.5102500261954153,0.85015092936961,Star Trek V: The Final Frontier
3.45,173,2.165895117293867,1.7298840655099674,"20,000 Leagues Under the Sea"
3.35,174,1.7750489564147034,1.2778426528923914,Star Trek VI: The Undiscovered Country
3.8,175,2.6029722381152105,0.0,The Big Blue
3.6,176,3.1573592078422994,4.4612196449183195,Saw
3.6,177,2.414518609076352,0.5571243774242577,The Fisher King
3.0,178,2.5768073116650725,0.0,Blown Away
3.1,179,2.488871363247764,0.7113856133277426,The Interpreter
3.55,180,3.0284928862729514,1.256601323668474,Minority Report
2.95,182,1.665975322379928,-1.6882599591674283,The Good German
3.05,183,1.7516236975363815,0.867023453904033,The Wizard
3.65,184,2.7982258885987563,1.195768289149355,Jackie Brown
4.0,185,2.8398146836601086,2.4920402360601006,A Clockwork Orange
3.7,186,2.411522005713027,0.7350154009283568,Lucky Number Slevin
3.6,187,2.7087516217159124,1.3783492572046976,Sin City
3.15,189,3.0264380876287946,-0.500428172779303,Sin City: A Dame to Kill For
3.6,192,2.43971322210006,1.3506671834767394,The Name of the Rose
3.2,193,2.0925685048580487,1.1499055830556602,Star Trek: Generations
3.9,194,2.5556276605151256,2.8560215653663388,Amélie
3.65,195,1.209390700982108,0.0,Trouble in Paradise
3.55,196,2.5683281812634697,1.8104486623439107,Back to the Future Part III
3.85,197,3.032794360472247,1.0704414117014134,Braveheart
3.85,198,1.9844366652656877,0.0,To Be or Not to Be
3.5,199,2.1757168238048785,1.1819938976071607,Star Trek: First Contact
3.15,200,2.2553757636465583,0.5221893824163057,Star Trek: Insurrection
3.05,201,2.430784885363607,0.11500623576541599,Star Trek: Nemesis
3.6,203,2.105645085409381,1.791759469228055,Mean Streets
3.95,204,2.0338939459485608,0.0,The Wages of Fear
3.75,205,2.328480104364406,0.7753852787969173,Hotel Rwanda
3.4,206,0.4843822595039004,0.0,Paradise Found
4.05,207,2.9910069266669375,2.6659575656487298,Dead Poets Society
3.15,211,-1.501718680735381,0.0,Berlin is in Germany
3.7,212,2.638350651405592,0.0,Arsenic and Old Lace
3.9,213,2.51853700636028,1.199588206008112,North by Northwest
3.05,214,2.703910644949937,2.7965299245433592,Saw III
3.15,215,2.734358613276117,3.6436538521497988,Saw II
3.75,216,1.7673486002775498,0.0,Ali: Fear Eats the Soul
2.85,217,2.531890898559105,1.447409842413302,Indiana Jones and the Kingdom of the Crystal Skull
3.7,218,2.959771465132747,2.5051585225635455,The Terminator
3.65,219,1.8410139700209938,1.892262735086503,Volver
3.75,220,1.8607925621283368,1.6094379124341003,East of Eden
3.8,221,2.3949973506022815,0.0,Rebel Without a Cause
4.0,222,-0.36709331287606717,0.0,Berlin: Symphony of a Great City
3.85,223,2.150693376453587,1.5386688415458931,Rebecca
2.9,224,1.023687572813627,0.0,Man of Marble
3.05,225,-0.12075732948622488,0.0,Man of Iron
3.6,226,1.8773262755499365,1.7527246787900745,Boys Don't Cry
3.45,227,1.8618957312393005,1.214842919968147,The Outsiders
3.7,228,0.8780154916204759,0.0,The Blue Angel
3.7,229,1.9459697187095777,0.0,Bride of Frankenstein
3.15,231,1.752425082947562,0.6312717768418578,Syriana
3.4,232,2.1047668808857662,-1.3885048023460376,Rumble Fish
3.6,233,1.2197597324251994,0.0,The Wanderers
3.85,234,1.972867929406642,0.0,The Cabinet of Dr. Caligari
3.9,235,2.7217530205091607,1.8773141503345583,Stand by Me
3.45,236,1.6591508887766118,1.6173822061368734,Muriel's Wedding
2.95,237,1.6554468793240076,-0.9400072584914712,Young Adam
4.25,238,3.7162334975629507,3.709769769891232,The Godfather
4.0,239,2.4719148709173524,2.1597503114114094,Some Like It Hot
4.15,240,3.600848657692839,1.2966818628868766,The Godfather: Part II
3.45,241,2.4183087651718864,0.3913018695259586,Natural Born Killers
3.55,242,2.84405721850408,0.9292878430507308,The Godfather: Part III
3.5,243,2.1429978618659384,0.4516337438345491,High Fidelity
3.85,244,2.16707918085969,2.700082031453033,King Kong
3.3,245,2.3939479468936167,1.563975538357343,About a Boy
3.65,246,1.8607043617862582,0.0,Zatoichi
3.85,247,2.3246659075635177,0.0,The Killing
3.65,248,0.9744105722843176,0.5447271754416719,Pocketful of Miracles
3.35,249,1.785704843585199,0.0,The War of the Roses
3.75,250,1.6218880863712715,0.0,In China They Eat Dogs
3.45,251,2.480346015888938,3.133515975917044,Ghost
3.7,252,2.5190371058186365,0.28768207245178085,Willy Wonka & the Chocolate Factory
3.2,253,2.279702062122623,3.1403138622551436,Live and Let Die
3.3,254,2.983718597467371,0.9771994849611475,King Kong
3.7,255,1.8816710116693827,0.0,Stolen Kisses
3.55,256,0.5151287520152189,0.0,Antoine and Colette
3.35,257,2.515268931742248,-0.17212477710387533,Oliver Twist
3.6,258,2.482822813441722,0.0,Bed and Board
3.45,259,1.3249876786279473,0.0,Love on the Run
3.7,260,1.7691213156241667,0.0,The 39 Steps
3.8,261,2.467662656394581,1.7675990538844915,Cat on a Hot Tin Roof
3.8,262,2.2075500853263956,0.0,The King of Comedy
2.8,265,0.9263293756593045,0.0,Lili Marleen
3.75,266,2.020664657057642,-0.5324882019210989,Contempt
3.6,267,1.9043466594574228,0.0,Live Flesh
3.5,268,2.950040629010722,2.464093756344786,Batman
3.85,269,2.104205615131453,0.0,Breathless
3.3,271,1.6361524794961064,0.0,Ronja Robbersdaughter
3.75,272,3.350091473225533,0.9142050196211083,Batman Begins
3.5,273,1.1317697858260913,0.0,The White Sound
4.05,274,1.4602931487417699,2.664090694705895,The Silence of the Lambs
3.85,275,2.5348620078711406,2.1585823317589385,Fargo
3.6,276,1.73725153974907,0.0,The Edukators
3.3,277,3.0264715923038756,1.4702642111021587,Underworld
4.25,278,3.9444011887004913,0.12545024291333898,The Shawshank Redemption
3.9,279,2.539836025611997,1.0603531530509296,Amadeus
3.85,280,3.120676054214554,1.6486586255873816,Terminator 2: Judgment Day
3.4,281,2.4179701446725606,-1.6633296927458348,Strange Days
4.05,284,2.484429952852735,2.120263536200091,The Apartment
3.45,285,3.4456500253920215,1.1641919343140914,Pirates of the Caribbean: At World's End
3.6,286,0.14714937061785016,0.0,Germany: A Summer's Fairytale
3.3,287,1.9350040358734157,1.9837169903211898,Bull Durham
3.8,288,2.8163624560880396,2.394152286519536,High Noon
3.95,289,2.6330465150960682,2.477906121162614,Casablanca
3.7,290,2.126685988033239,-0.38013221273768966,Barton Fink
3.8,291,0.7902507512770236,0.19695751643138398,Riding Giants
3.25,292,0.7384985818127799,1.3625646077484348,Dave Chappelle's Block Party
3.5,293,2.532412338578373,0.0,A River Runs Through It
3.35,294,0.44025744069847395,1.9252908618525775,Desert Hearts
2.95,296,3.035861564210313,0.7770286645406473,Terminator 3: Rise of the Machines
3.45,297,2.6409657930541313,0.46261599105555834,Meet Joe Black
3.25,298,2.498378824467602,1.298146372656698,Ocean's Thirteen
3.3,299,1.9871974067524403,0.0,Ocean's Eleven
3.4,300,2.361230439690093,0.4620911580453713,The Science of Sleep
3.8,301,2.383923852736833,0.0,Rio Bravo
3.25,302,2.672844558089625,1.0567803024402922,Swimming Pool
3.9,303,2.3160057319900176,2.504085798448037,Notorious
2.75,306,2.4670637409885305,0.8688551574336568,Beverly Hills Cop III
3.95,307,1.8132236239195174,0.0,"Rome, Open City"
3.4,308,1.885447728369278,1.520434028083062,Broken Flowers
3.85,309,1.8025269578660144,0.0,The Celebration
3.2,310,2.769303582070919,1.8012411155958397,Bruce Almighty
4.15,311,3.4714337330407665,0.0,Once Upon a Time in America
3.25,312,0.6543840027214167,0.0,Beyond Silence
3.65,313,2.44720971509442,-2.1616173561421967,Snow Cake
2.1,314,2.590787430084706,-0.19720319309203896,Catwoman
3.25,315,1.439963318883257,0.0,"Faster, Pussycat! Kill! Kill!"
3.45,316,-0.44969132793385735,0.0,Grill Point
3.45,317,-0.4724626501609946,0.0,Grbavica: The Land of My Dreams
2.95,318,1.5970071699017383,0.0,The Million Dollar Hotel
3.75,319,2.844288726134989,-0.017630426633206638,True Romance
3.4,320,2.4358016610665194,0.9050524267206806,Insomnia
2.8,321,1.0554806846074676,-0.3637504513563325,Mambo Italiano
3.8,322,2.5338902873037497,1.836235706861691,Mystic River
2.55,326,2.0039868554213047,0.6309818250742523,Snakes on a Plane
3.4,327,2.0961172263591954,0.23967285326542026,Brother
3.8,329,2.181972858927494,2.6813476333967827,Jurassic Park
3.1,330,-0.2381011099346901,1.143587941778649,The Lost World: Jurassic Park
2.85,331,-0.43252751394176236,1.3776029608411895,Jurassic Park III
2.15,332,2.4576419906532894,0.0,Inspector Gadget
3.05,333,0.7009819087665264,0.0,Bollywood/Hollywood
3.75,334,2.2073548699930905,0.2696516386224321,Magnolia
4.05,335,2.746588052953645,0.06231880939925732,Once Upon a Time in the West
3.85,336,2.2629180562532087,0.0,"Duck, You Sucker"
3.5,337,2.111524219373344,0.0,Monsieur Ibrahim
3.7,338,2.361381692053346,2.805692003993904,"Good bye, Lenin!"
3.75,339,2.1152774462879984,-0.5517418687594282,Night on Earth
3.7,340,2.0462626598498703,-0.9534253367508817,Everything is Illuminated
3.35,342,1.3595778831449086,0.0,Summer Storm
3.85,343,2.3867526969580615,0.0,Harold and Maude
3.75,344,1.369144133100649,0.0,"Bang, Boom, Bang"
3.55,345,2.585391599165327,0.9137719192504385,Eyes Wide Shut
4.1,346,2.70923416660503,-1.9956851229907357,Seven Samurai
3.55,347,0.14112883384018288,0.0,People on Sunday
3.95,348,3.151770599227716,2.255415352047654,Alien
2.55,349,0.9333193189978428,0.0,Cockles and Muscles
3.5,350,2.5727941983827174,2.233238365029724,The Devil Wears Prada
3.65,363,2.325811851256919,0.0,Head-On
3.3,364,2.708162261489877,1.252762968495368,Batman Returns
3.6,377,2.617009845941963,2.6510687519952363,A Nightmare on Elm Street
3.6,378,2.639872354535055,1.581733669433981,Raising Arizona
3.75,379,2.014349934284922,-1.0136655594547463,Miller's Crossing
3.8,380,2.42191954680092,2.8040873892991525,Rain Man
3.55,381,1.7030202367190903,1.252762968495368,To Catch a Thief
3.0,383,1.0704600400993323,0.0,Mala Noche
3.95,387,2.175135738649221,1.8035939268750578,Das Boot
3.65,388,2.594773098464798,1.4103160386565676,Inside Man
4.1,389,2.8036002915196216,1.0498221244986776,12 Angry Men
3.7,390,0.19743920709595283,0.0,Lisbon Story
3.8,391,2.5200890918842904,4.283586561860629,A Fistful of Dollars
3.4,392,2.1889235522968327,1.808291020357064,Chocolat
3.85,393,3.0695899858238915,1.6237316748047812,Kill Bill: Vol. 2
2.8,395,2.5365661062966853,0.8942429590381314,AVP: Alien vs. Predator
3.9,396,1.7163701123489103,1.5036829189801382,Who's Afraid of Virginia Woolf?
3.1,397,2.2133761030209285,0.0,French Kiss
3.45,398,1.7938772251990562,1.9476398767033225,Capote
3.35,400,1.5010013372190316,-2.714761421043755,Things to Do in Denver When You're Dead
3.55,401,2.453657525590219,2.3714289453782023,Garden State
3.25,402,2.811113700637294,1.9744415732619394,Basic Instinct
3.5,403,2.3705873272953024,2.9672868171795335,Driving Miss Daisy
3.85,404,2.6797189684220806,0.0,The Straight Story
3.75,405,1.7830585591901966,0.0,La Strada
3.95,406,2.4938825786729866,0.0,La Haine
3.05,407,0.38077206218436566,0.0,Short Sharp Shock
3.45,408,2.788946575068201,4.822235795356752,Snow White and the Seven Dwarfs
3.5,409,2.744970899453281,2.1507988841193764,The English Patient
3.35,410,0.10549450668062837,0.0,Summer in Berlin
3.35,411,2.8978669321027484,1.4255243650953966,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2.6,414,2.589368311597716,1.2135145685588113,Batman Forever
2.1,415,2.835494504935081,0.6448268184162576,Batman & Robin
3.55,421,1.9368228414047526,-0.362164182278582,The Life Aquatic with Steve Zissou
3.95,422,1.909174437155822,0.0,8½
4.05,423,2.69541025246776,1.232748306803117,The Pianist
4.15,424,3.7311034174165316,2.6815368597938476,Schindler's List
3.55,425,2.8523757433821486,1.8711686933727942,Ice Age
4.0,426,2.901873140471981,2.4243492571221505,Vertigo
3.65,427,2.403394668816449,0.0,Mon oncle
2.75,428,-0.627679716023927,0.0,Summer '04
4.05,429,2.8207112230954685,1.6094379124341003,"The Good, the Bad and the Ugly"
3.8,430,1.1133363556052782,0.28768207245178085,"One, Two, Three"
3.45,431,2.492813888348112,0.6967765862916178,Cube
3.7,433,2.715720045833653,2.8358835699454286,Mary Poppins
3.6,434,0.4916317951143033,0.0,Tough Enough
3.1,435,2.7113577252088,1.4711361231963074,The Day After Tomorrow
3.45,436,1.6957869701387274,0.0,Maria Full of Grace
2.7,437,2.7289952474845602,0.0,Cube²: Hypercube
2.85,438,2.170023858185634,0.0,Cube Zero
3.95,439,2.403680506019013,0.0,La Dolce Vita
2.45,440,2.37892779484969,0.04394669156568386,Aliens vs Predator: Requiem
3.05,441,2.043049045348297,-2.140880161369333,Human Nature
3.0,442,-0.011286453067040101,2.532897133786868,Popular Music
3.5,445,1.7397395951559291,0.0,Caché
3.55,451,2.3352482948977205,2.627081138568543,Leaving Las Vegas
3.35,452,2.216397485703879,-5.845115650772845,The Idiots
3.85,453,2.479597581592796,1.6535898477423918,A Beautiful Mind
3.35,454,2.465898891499732,2.3183142626013846,Romeo + Juliet
3.1,455,1.8346077294846326,3.085509803708914,Bend It Like Beckham
3.65,457,2.4001699564700183,0.0,Sissi
3.5,458,1.8438973568463084,0.0,Sissi: The Young Empress
3.55,459,2.327870797963039,0.0,Sissi: The Fateful Years of an Empress
3.3,460,0.5972247633765583,0.0,Go for Zucker
3.55,462,2.3160387848558104,1.5949928757383651,Erin Brockovich
3.5,464,1.2928418298176771,0.0,As It Is in Heaven
2.65,465,1.1632442429406695,0.0,Junior Size 36
3.25,466,2.2331087475095166,0.0,Klute
3.2,467,1.4830839006772332,0.0,The Hole
3.55,468,1.9864660967596812,0.0,My Own Private Idaho
3.7,469,2.428077005426855,0.0,Stranger Than Paradise
3.6,470,1.851957019470249,1.1057176357961431,21 Grams
3.15,471,-0.3460303703937116,0.0,Bandyta
3.55,473,2.3628672561782165,3.9831497763092374,Pi
3.8,475,2.4939653291126556,3.0096351787229825,Bonnie and Clyde
3.5,476,2.082700226394756,0.6374974633587839,Drugstore Cowboy
2.75,479,2.004181617822911,0.8460221837035511,Shaft
3.4,480,2.36325714897958,0.0,Monsoon Wedding
3.3,481,0.4946090429124401,0.0,7 Virgins
3.25,482,1.3182510386685273,1.108696108961001,Shaft
3.5,483,2.143427800973904,0.4270032083038672,Wild at Heart
3.7,488,1.8926407681559065,2.1125414901061808,The African Queen
3.95,489,2.712363087223776,3.1176553274959407,Good Will Hunting
3.95,490,1.8684550430320837,0.0,The Seventh Seal
3.65,492,2.4350438230216915,0.5645965938707737,Being John Malkovich
3.05,493,-0.27331247804005093,1.6204988597935253,Shaft's Big Score!
2.7,494,0.3539767069692312,-0.3846743384390906,Shaft in Africa
3.25,496,2.113641982017184,2.6763406666563188,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
4.1,497,2.9940698925640628,1.5567401234336513,The Green Mile
3.85,499,1.4998040568292368,0.0,Cléo from 5 to 7
4.05,500,2.503101776596979,2.5028698276192585,Reservoir Dogs
3.65,501,2.144215074262554,0.0,Grizzly Man
3.8,502,1.441249766784972,0.0,Fail-Safe
2.75,503,1.884288360590572,0.1270445539751219,Poseidon
3.5,504,1.9725554184298801,2.021192930849869,Monster
3.05,505,2.203809405247712,-1.0164158097182607,Johnny Handsome
3.6,506,1.8577179192892397,1.1873680953818386,Marnie
3.05,507,1.599098443876676,-1.27544255025921,Killing Zoe
3.5,508,2.35960935894768,1.8121002115183094,Love Actually
3.5,509,2.289909394698568,2.1591811209970317,Notting Hill
4.15,510,3.570364857181844,3.5925637898127896,One Flew Over the Cuckoo's Nest
3.5,511,-0.10302768327289391,0.0,The Promised Land
3.2,512,2.099659523880694,2.0663848288266204,Scoop
3.0,513,1.686094092289936,0.0,Fire
3.95,521,2.060925039470106,0.7621400520468967,Dial M for Murder
3.65,522,2.46132732975743,-1.1175476021896418,Ed Wood
3.5,523,0.8989972580179543,0.0,Requiem
3.9,524,2.3162304699364564,0.8033147535894857,Casino
3.75,525,2.31024577489752,1.4510923104086242,The Blues Brothers
3.4,526,2.0989484144606463,-0.08164398904051029,Ladyhawke
3.8,527,1.3925934799481852,0.0,Once Were Warriors
3.7,530,2.030421713639676,0.0,A Grand Day Out
3.8,531,2.0504288390487524,0.0,The Wrong Trousers
3.75,532,1.9164604465764592,0.0,A Close Shave
3.4,533,2.4652347539460915,1.85865371346985,The Curse of the Were-Rabbit
2.95,534,2.8038145807724604,0.6188357288595107,Terminator Salvation
3.05,535,2.291418781135544,3.14545749331926,Flashdance
2.6,537,0.07538294474492012,0.0,Not Here to Be Loved
4.15,539,3.6062125082206657,3.68023195177141,Psycho
2.8,540,1.6412258787276834,0.0,D.E.B.S.
3.45,541,1.2098757476244069,0.0,The Man with the Golden Arm
3.1,542,0.7863856704413031,0.0,The Crime of Padre Amaro
3.4,543,1.3754111027251215,0.0,Blackmail
3.25,544,2.4586446354974396,2.7776969870496693,There's Something About Mary
3.45,546,2.0012374032182856,2.5915440249137065,Transamerica
3.35,547,2.039341682190638,1.1361412029466296,The Horse Whisperer
4.0,548,2.291256668005204,-0.9512134944634205,Rashomon
3.3,549,1.5681312171320645,0.016455076146698777,Basquiat
4.15,550,4.1568434891758335,0.47053675099996484,Fight Club
3.65,551,2.336198673209926,2.828060301674193,The Poseidon Adventure
3.5,552,1.0702975156345853,0.0,Bread and Tulips
3.8,553,2.283259042117282,0.5116754225846714,Dogville
3.45,554,0.9087282079396295,0.0,The Cuckoo
3.4,557,3.3814483469298686,1.776911838226686,Spider-Man
3.35,558,2.382736040963236,1.365793574942506,Spider-Man 2
2.95,559,3.318332487029358,1.2392407536054668,Spider-Man 3
2.9,560,1.0445984548615868,0.0,Secret Beyond the Door
3.3,561,2.263396243333118,0.8367483869982727,Constantine
3.75,562,2.811840805093336,1.6149083224200176,Die Hard
3.35,563,2.6681058768722377,0.14360033855485546,Starship Troopers
3.3,564,3.177389651496663,1.6483833184630836,The Mummy
3.25,565,2.620381517224641,1.6476522419493582,The Ring
4.1,567,2.8854325802155767,3.6045276192230853,Rear Window
3.65,568,2.9318051388149944,1.921544080190439,Apollo 13
3.1,570,0.7244539687466266,0.0,Fat Girl
3.65,571,2.4502687926231923,1.517632137025558,The Birds
3.3,572,1.8900393260824162,0.0,Next Door
3.6,573,1.670793937298339,1.2809338454620642,Frenzy
3.65,574,2.529542402677954,1.410986973710262,The Man Who Knew Too Much
3.75,575,2.0645731783560692,0.0,The Experiment
3.85,576,2.4615035887018974,-2.2800477337505947,The Wild Bunch
3.35,577,2.3464566089935235,0.06224749248447563,To Die For
3.75,578,2.981943341689796,4.208213067786322,Jaws
2.95,579,2.4170791703963816,2.2400925148204256,Jaws 2
1.75,580,2.2330191287493775,0.8134586691573027,Jaws: The Revenge
3.8,581,2.4556794150718684,2.959183446640548,Dances with Wolves
3.95,582,2.1997269992207538,3.5553480614894135,The Lives of Others
3.85,583,2.3715674444256614,1.6116911220496666,Life of Brian
3.1,584,0.8435565848211917,1.1345832136488132,2 Fast 2 Furious
3.75,585,3.2741198607888298,1.5880210806105202,"Monsters, Inc."
3.35,586,2.028628658192277,1.4548328871853689,Wag the Dog
3.8,587,2.6905637334362376,0.5630308072562655,Big Fish
3.15,588,2.071718923880336,0.6689308477803358,Silent Hill
3.5,590,2.6869278193130572,0.5091721775769178,The Hours
3.25,591,2.921369976754806,1.8152421911714383,The Da Vinci Code
3.75,592,2.583668290684361,1.0161360668438713,The Conversation
3.85,593,2.4033155564839026,0.0,Solaris
