id,count,avg,popularity,profit,ratio,title
31329,1,2.8,0.846635355264855,0.0,0.0,By the Pricking of My Thumbs
70667,1,3.5,2.0580544597981882,0.0,0.0,Kon-Tiki
29973,1,3.05,0.9490920385021746,0.0,0.0,Cobb
70954,1,3.35,2.3287776532709654,0.0,0.0,The Hunter
71282,1,2.95,1.6624359728818991,0.0,0.0,China Seas
72477,1,2.85,1.8072945065701804,0.0,0.0,Texas Killing Fields
29918,1,3.05,1.2934501882196223,0.0,0.0,Lassie
29483,1,3.0,1.139162566276668,0.0,0.0,Beautiful Kate
73211,1,3.6,1.4274120719117789,0.0,0.0,King of Devil's Island
73262,1,2.85,1.5642175090800663,0.0,0.0,Hell
73562,1,3.5,1.5617043798328647,0.0,0.0,Declaration of War
31325,1,2.85,1.0026724439997992,0.0,0.0,The Singer
36691,1,2.9,1.7629559350331148,-1.093668131182721,0.0,Solitary Man
50619,1,2.9,3.2570382859625497,1.8678388872808347,0.0,The Twilight Saga: Breaking Dawn - Part 1
41439,1,2.9,2.811007130459438,1.918028133221365,0.0,Saw: The Final Chapter
39514,1,3.3,2.5333130101554446,0.2115589425837297,0.0,RED
39845,1,3.0,1.558803769179755,0.0,0.0,Love Ranch
40085,1,3.25,2.4979883763304853,0.0,0.0,"The Long, Hot Summer"
34067,1,3.2,1.279641343874972,0.0,0.0,Pokémon: Lucario and the Mystery of Mew
34038,1,2.9,0.9940403508898898,0.0,0.0,Magical Mystery Tour
40577,1,3.05,1.8382689393527991,0.0,0.0,Island in the Sky
40751,1,3.55,1.6517292908808443,0.0,0.0,Ashes of Time
41154,1,3.15,2.3687833297912744,1.0200928755007992,0.0,Men in Black 3
33809,1,3.05,0.8825585451657627,0.0,0.0,Everyone Else
39413,1,3.6,1.5539554346049866,0.0,0.0,My Afternoons with Margueritte
41496,1,3.0,1.650521120835039,0.0,0.0,A Dog Year
33623,1,3.2,1.4602088681318672,0.0,0.0,Innocence
41759,1,2.75,1.5516594240347104,0.7712369054804743,0.0,Man's Best Friend
41769,1,2.2,0.7842603835473249,0.0,-2.650390625,Prom Night IV: Deliver Us from Evil
41769,1,2.2,0.7842603835473249,0.0,-0.0999755859375,Prom Night IV: Deliver Us from Evil
42002,1,3.3,1.1903868315285742,0.0,0.0,Anguish
42090,1,3.15,0.8246871541251228,0.0,0.0,After the Rehearsal
42264,1,3.45,1.236656234392644,0.0,0.0,Smile
39435,1,3.1,1.4619962765565198,0.0,0.0,Cowboy
39341,1,2.45,1.2435299032028877,0.0,0.0,Big Bad Wolf
50590,1,3.0,1.5312666192383035,0.0,0.0,Norman
38541,1,2.85,2.002372709734487,-4.915325114291932,0.0,The Divide
36912,1,2.25,1.2973934728549117,0.0,0.0,The Sting II
37206,1,3.15,1.911095520553309,0.0,0.0,A Shine of Rainbows
37626,1,2.85,1.834886485144172,0.0,0.0,St. Ives
35712,1,3.05,1.326653427198836,0.0,0.0,Secret Things
37924,1,3.15,1.385462765440032,0.0,0.0,Sweeney Todd
37997,1,3.0,0.7941651309148531,0.0,0.0,Permanent Vacation
38410,1,2.8,1.7978290122289802,0.0,0.0,The Poughkeepsie Tapes
38517,1,3.1,1.8810704778146967,0.0,0.0,The Brooke Ellison Story
35371,1,3.25,2.044210140629076,0.0,0.0,Thrashin'
35052,1,3.3,2.058769464021209,0.0,0.0,Cracks
38579,1,2.5,2.5084233680334957,0.51595457617356,0.0,Marmaduke
38602,1,3.5,1.9201012314854613,0.0,0.0,Little Lord Fauntleroy
38718,1,3.3,2.0706216354059808,0.0,0.0,Reversal of Fortune
38778,1,2.75,2.4530476658222886,0.22474061735403825,0.0,Dinner for Schmucks
39074,1,3.1,1.432103419539131,0.0,0.0,The Bedroom Window
39100,1,3.05,1.828322165803544,0.0,0.0,Dragon Ball Z: The World's Strongest
35188,1,2.9,1.1503226294130708,0.0,0.0,The Disorderly Orderly
39106,1,2.95,1.4473894604797015,0.0,0.0,Dragon Ball Z: Bio-Broly
42571,1,3.15,0.8679690179647647,0.09588615960233464,0.0,The Double Hour
42688,1,3.0,0.9630792750886537,0.0,0.0,Wild in the Streets
42700,1,3.3,2.490009110068759,0.0,0.0,The Night of the Generals
49517,1,3.3,2.0449454598578503,0.0,0.0,Tinker Tailor Soldier Spy
47359,1,2.9,2.392607773122561,-0.3978844143117117,0.0,Racing with the Moon
47837,1,3.25,1.197127327421346,0.0,0.0,The Fugitive Kind
31642,1,3.2,1.4328298425442785,0.0,0.0,Heaven & Earth
47945,1,1.95,0.8121614579270732,0.0,0.0,Daybreak
48492,1,3.25,1.9706696583627528,1.3809587095063292,0.0,Detective Dee and the Mystery of the Phantom Flame
48748,1,3.3,0.9249657944727712,0.0,0.0,Klown
49299,1,2.7,0.9936109677513868,0.0,0.0,Dangerous Game
49444,1,3.35,2.440773711387339,1.4901922291299718,0.0,Kung Fu Panda 2
49521,1,3.25,2.919867667113598,1.0804415563067835,0.0,Man of Steel
33365,1,3.15,1.447136135827518,0.0,0.0,The Night Before the Exams
31618,1,2.8,1.0341843391950445,0.0,-0.5498046875,Betrayed
31473,1,2.85,1.1857027180885693,0.0,0.0,An American Tail: The Treasure of Manhattan Island
31385,1,1.75,1.686945470869107,0.0,0.0,Zombie Nightmare
31359,1,3.2,1.399455127066356,1.2236817591945262,0.0,Would I Lie to You? 2
49792,1,2.85,1.8312557854249687,0.0,0.0,Queens Logic
50135,1,2.75,2.10329831725087,0.0,0.0,Animals United
36897,1,3.05,1.5227327431035744,0.0,0.0,Pokémon: Mewtwo Returns
50363,1,3.3,0.9466756005958062,0.0,0.0,Summertime
45269,1,3.8,2.4212909915703067,3.3183266301359384,0.0,The King's Speech
45156,1,3.1,1.9705845036392875,0.0,0.0,A Little Bit of Heaven
44833,1,2.75,2.5731438446003216,0.3714826589184931,0.0,Battleship
44708,1,3.6,0.8709744866549399,0.0,0.0,Blue Gate Crossing
42889,1,2.3,0.8042716526586279,-1.2663696205516466,0.0,The Virginity Hit
32636,1,3.05,1.95158629493069,0.0,0.0,Vanya on 42nd Street
32450,1,3.05,1.637432773910979,0.0,0.0,Brain Donors
42941,1,2.4,1.9906405187743041,0.0,0.0,30 Days of Night: Dark Days
43641,1,3.55,1.2715378970216764,0.0,0.0,Superman/Shazam!: The Return of Black Adam
32173,1,2.75,1.27078081073252,0.0,0.0,Bunshinsaba: Ouija Board
43656,1,2.9,0.8783815742557716,0.0,,13 Moons
43865,1,3.35,1.260273266897593,0.0,0.0,Stella Dallas
32042,1,3.3,1.4189147341031974,0.0,0.0,Night Moves
43935,1,2.25,2.5466268281259183,-1.4622984682634348,0.0,Dylan Dog: Dead of Night
83090,1,2.9,1.271251287087979,0.0,0.0,Saint Seiya: Evil Goddess Eris
31656,1,3.1,1.122516948628905,0.0,0.0,Thieves Like Us
44048,1,3.15,2.541370391843811,0.5176351820079217,0.0,Unstoppable
31644,1,3.3,1.3742048263006148,0.0,0.0,Dollars
44564,1,2.6,2.0166437712229417,-0.042122482645619984,0.0,The Dilemma
44593,1,2.4,1.39931373999978,0.0,0.0,Perfect Opposites
44629,1,3.35,2.2668866174724736,-1.6094379124341005,0.0,Animal Kingdom
50318,1,2.7,1.4775472302506438,-1.483404559986935,0.0,Go Go Tales
16,1,3.85,2.3688227323124136,1.1402309407724267,0.0,Dancer in the Dark
83900,1,2.8,0.8430101096797404,0.0,0.0,Livid
305642,1,2.85,1.3403690019751089,0.0,0.0,Ithaca
307103,1,3.5,1.6346490247266074,0.0,1.150390625,Serial Killer 1
308361,1,2.7,1.8202878054467282,0.0,0.0,"Stockholm, Pennsylvania"
312827,1,2.8,1.5264620907174942,0.0,0.0,The Nightmare
316268,1,1.7,1.183174613620923,0.0,0.0,Lake Eerie
316715,1,3.15,1.3311864318341728,0.0,0.0,The Eichmann Show
317442,1,3.65,1.666590348478404,0.0,0.0,The Last: Naruto the Movie
319076,1,3.55,0.9379567200738196,0.0,0.0,Listen to Me Marlon
319373,1,3.5,1.4861288363021323,0.0,0.0,Sweet Bean
319998,1,2.45,0.7828228800880134,0.0,0.0,Sworn Virgin
321160,1,2.75,1.885899874203417,0.0,0.0,With This Ring
321594,1,3.7,0.9225228716856388,0.0,0.0,Louis C.K.: Live at The Comedy Store
321741,1,3.5,2.046373651032904,0.363924402996363,0.0,Concussion
323262,1,2.4,1.9737003980368124,0.0,0.0,Holidays
323660,1,2.0,2.3299197732234562,0.0,0.0,Avengers Grimm
328252,1,2.35,0.8845474012871041,0.0,0.0,Sweet Home
328425,1,3.35,2.150116198173256,2.4677376524419787,0.0,The Gift
328720,1,2.95,1.474592056280794,0.0,0.0,Ma che bella sorpresa
329263,1,3.3,2.2215027951338384,0.0,0.0,Fuck You Goethe 2
329833,1,2.35,2.317976928603497,0.1127749606011993,0.0,Zoolander 2
331214,1,4.1,2.067334926465608,0.0,0.0,Band of Brothers
333596,1,3.4,1.168326766401304,0.18191154219389985,0.0,Woodlawn
306650,1,3.15,1.7150992428426324,0.0,0.0,Kajaki
302156,1,2.9,2.306435769613544,-0.7615486623264245,0.0,Criminal
258099,1,3.15,1.8761686300547933,0.0,0.0,Just Before I Go
301272,1,2.95,1.3315020575965566,0.0,0.0,Andiamo a quel paese
261392,1,3.0,2.2549512000852765,-0.031213394610568438,0.0,American Ultra
262841,1,3.0,2.6947079207537525,-0.6617428590362457,0.0,Monster Trucks
265016,1,2.4,2.3473344373699785,0.0,0.0,Extraterrestrial
267999,1,3.3,1.8426846542049824,-2.0530368700004757,0.0,White God
275060,1,3.3,2.127870807399923,0.0,0.0,The Disappearance of Eleanor Rigby: Her
277967,1,3.55,1.6751599204746914,0.0,0.0,Life Eternal
278236,1,3.25,2.5427542427561143,0.0,0.0,X+Y
279096,1,2.85,1.6334973490010791,0.0,0.0,Lazer Team
279641,1,3.0,2.098705298321104,-0.4162371762092095,0.0,Whiskey Tango Foxtrot
282297,1,3.95,1.8267721422685883,0.0,0.0,Cowspiracy: The Sustainability Secret
282376,1,3.8,1.195029431320502,0.0,0.0,Corn Island
284470,1,3.35,1.520534346383341,0.0,0.0,Atari: Game Over
286971,1,2.15,1.668518755001022,0.0,0.0,Innocence
287587,1,2.65,1.7516635999039676,0.0,0.0,Adult Beginners
290098,1,4.05,2.8170483923880454,-1.4641372743728784,0.0,The Handmaiden
291151,1,2.3,1.4469291005322011,0.0,0.0,The Stranger
294308,1,2.35,1.120164691403512,0.0,0.0,Don't Blink
296313,1,3.3,2.430939520730554,0.0,0.0,Men & Chicken
297239,1,2.75,1.8918666100442931,0.0,0.0,Boy 7
299939,1,2.1,0.8358222669121791,0.0,0.0,Debug
300803,1,2.25,2.453896775250099,0.0,0.0,Dragonheart 3: The Sorcerer's Curse
335778,1,2.85,2.17017318779529,0.8344203283149231,0.0,Risen
335970,1,2.15,1.5316067408442449,0.0,0.0,Joe Dirt 2: Beautiful Loser
337154,1,3.0,1.706616890401408,0.2878112828537573,0.0,The Meddler
337674,1,3.3,2.107307771551873,-1.432054572483829,0.0,Elle
378018,1,2.9,2.206381854531521,0.0,0.0,The Void
382322,1,3.1,1.8699970101064256,0.07563741420561998,0.0,Batman: The Killing Joke
382509,1,3.05,1.5031220516905557,0.0,2.650390625,Cezanne and I
388399,1,3.4,2.67744933409973,0.11626389716440425,0.0,Patriots Day
390669,1,3.55,1.6613511945895096,0.0,0.0,One Kiss
392788,1,3.0,0.9258611886040856,0.0,0.0,The Stopover
