id,count,avg,popularity,profit,ratio,title,is_duplicated
41439,1,2.9,2.811007130459438,1.918028133221365,0.0,Saw: The Final Chapter,False
39514,1,3.3,2.5333130101554446,0.2115589425837297,0.0,RED,False
39845,1,3.0,1.558803769179755,0.0,0.0,Love Ranch,False
40085,1,3.25,2.4979883763304853,0.0,0.0,"The Long, Hot Summer",False
34067,1,3.2,1.279641343874972,0.0,0.0,Pokémon: Lucario and the Mystery of Mew,False
34038,1,2.9,0.9940403508898898,0.0,0.0,Magical Mystery Tour,False
40577,1,3.05,1.8382689393527991,0.0,0.0,Island in the Sky,False
40751,1,3.55,1.6517292908808443,0.0,0.0,Ashes of Time,False
41154,1,3.15,2.3687833297912744,1.0200928755007992,0.0,Men in Black 3,False
33809,1,3.05,0.8825585451657627,0.0,0.0,Everyone Else,False
39413,1,3.6,1.5539554346049866,0.0,0.0,My Afternoons with Margueritte,False
41496,1,3.0,1.650521120835039,0.0,0.0,A Dog Year,False
33623,1,3.2,1.4602088681318672,0.0,0.0,Innocence,False
41759,1,2.75,1.5516594240347104,0.7712369054804743,0.0,Man's Best Friend,False
41769,1,2.2,0.7842603835473249,0.0,-2.650390625,Prom Night IV: Deliver Us from Evil,False
41769,1,2.2,0.7842603835473249,0.0,-0.0999755859375,Prom Night IV: Deliver Us from Evil,True
42002,1,3.3,1.1903868315285742,0.0,0.0,Anguish,False
42090,1,3.15,0.8246871541251228,0.0,0.0,After the Rehearsal,False
42264,1,3.45,1.236656234392644,0.0,0.0,Smile,False
39435,1,3.1,1.4619962765565198,0.0,0.0,Cowboy,False
39341,1,2.45,1.2435299032028877,0.0,0.0,Big Bad Wolf,False
50590,1,3.0,1.5312666192383035,0.0,0.0,Norman,False
38541,1,2.85,2.002372709734487,-4.915325114291932,0.0,The Divide,False
36912,1,2.25,1.2973934728549117,0.0,0.0,The Sting II,False
37206,1,3.15,1.911095520553309,0.0,0.0,A Shine of Rainbows,False
37626,1,2.85,1.834886485144172,0.0,0.0,St. Ives,False
35712,1,3.05,1.326653427198836,0.0,0.0,Secret Things,False
37924,1,3.15,1.385462765440032,0.0,0.0,Sweeney Todd,False
37997,1,3.0,0.7941651309148531,0.0,0.0,Permanent Vacation,False
38410,1,2.8,1.7978290122289802,0.0,0.0,The Poughkeepsie Tapes,False
38517,1,3.1,1.8810704778146967,0.0,0.0,The Brooke Ellison Story,False
35371,1,3.25,2.044210140629076,0.0,0.0,Thrashin',False
35052,1,3.3,2.058769464021209,0.0,0.0,Cracks,False
38579,1,2.5,2.5084233680334957,0.51595457617356,0.0,Marmaduke,False
38602,1,3.5,1.9201012314854613,0.0,0.0,Little Lord Fauntleroy,False
38718,1,3.3,2.0706216354059808,0.0,0.0,Reversal of Fortune,False
38778,1,2.75,2.4530476658222886,0.22474061735403825,0.0,Dinner for Schmucks,False
39074,1,3.1,1.432103419539131,0.0,0.0,The Bedroom Window,False
39100,1,3.05,1.828322165803544,0.0,0.0,Dragon Ball Z: The World's Strongest,False
35188,1,2.9,1.1503226294130708,0.0,0.0,The Disorderly Orderly,False
39106,1,2.95,1.4473894604797015,0.0,0.0,Dragon Ball Z: Bio-Broly,False
42571,1,3.15,0.8679690179647647,0.09588615960233464,0.0,The Double Hour,False
42688,1,3.0,0.9630792750886537,0.0,0.0,Wild in the Streets,False
42700,1,3.3,2.490009110068759,0.0,0.0,The Night of the Generals,False
49517,1,3.3,2.0449454598578503,0.0,0.0,Tinker Tailor Soldier Spy,False
47359,1,2.9,2.392607773122561,-0.3978844143117117,0.0,Racing with the Moon,False
47837,1,3.25,1.197127327421346,0.0,0.0,The Fugitive Kind,False
31642,1,3.2,1.4328298425442785,0.0,0.0,Heaven & Earth,False
47945,1,1.95,0.8121614579270732,0.0,0.0,Daybreak,False
48492,1,3.25,1.9706696583627528,1.3809587095063292,0.0,Detective Dee and the Mystery of the Phantom Flame,False
48748,1,3.3,0.9249657944727712,0.0,0.0,Klown,False
49299,1,2.7,0.9936109677513868,0.0,0.0,Dangerous Game,False
49444,1,3.35,2.440773711387339,1.4901922291299718,0.0,Kung Fu Panda 2,False
49521,1,3.25,2.919867667113598,1.0804415563067835,0.0,Man of Steel,False
33365,1,3.15,1.447136135827518,0.0,0.0,The Night Before the Exams,False
31618,1,2.8,1.0341843391950445,0.0,-0.5498046875,Betrayed,False
31473,1,2.85,1.1857027180885693,0.0,0.0,An American Tail: The Treasure of Manhattan Island,False
31385,1,1.75,1.686945470869107,0.0,0.0,Zombie Nightmare,False
31359,1,3.2,1.399455127066356,1.2236817591945262,0.0,Would I Lie to You? 2,False
49792,1,2.85,1.8312557854249687,0.0,0.0,Queens Logic,False
50135,1,2.75,2.10329831725087,0.0,0.0,Animals United,False
36897,1,3.05,1.5227327431035744,0.0,0.0,Pokémon: Mewtwo Returns,False
50363,1,3.3,0.9466756005958062,0.0,0.0,Summertime,False
45269,1,3.8,2.4212909915703067,3.3183266301359384,0.0,The King's Speech,False
45156,1,3.1,1.9705845036392875,0.0,0.0,A Little Bit of Heaven,False
44833,1,2.75,2.5731438446003216,0.3714826589184931,0.0,Battleship,False
44708,1,3.6,0.8709744866549399,0.0,0.0,Blue Gate Crossing,False
42889,1,2.3,0.8042716526586279,-1.2663696205516466,0.0,The Virginity Hit,False
32636,1,3.05,1.95158629493069,0.0,0.0,Vanya on 42nd Street,False
32450,1,3.05,1.637432773910979,0.0,0.0,Brain Donors,False
42941,1,2.4,1.9906405187743041,0.0,0.0,30 Days of Night: Dark Days,False
43641,1,3.55,1.2715378970216764,0.0,0.0,Superman/Shazam!: The Return of Black Adam,False
32173,1,2.75,1.27078081073252,0.0,0.0,Bunshinsaba: Ouija Board,False
43656,1,2.9,0.8783815742557716,0.0,,13 Moons,False
43865,1,3.35,1.260273266897593,0.0,0.0,Stella Dallas,False
32042,1,3.3,1.4189147341031974,0.0,0.0,Night Moves,False
43935,1,2.25,2.5466268281259183,-1.4622984682634348,0.0,Dylan Dog: Dead of Night,False
83090,1,2.9,1.271251287087979,0.0,0.0,Saint Seiya: Evil Goddess Eris,False
31656,1,3.1,1.122516948628905,0.0,0.0,Thieves Like Us,False
44048,1,3.15,2.541370391843811,0.5176351820079217,0.0,Unstoppable,False
31644,1,3.3,1.3742048263006148,0.0,0.0,Dollars,False
44564,1,2.6,2.0166437712229417,-0.042122482645619984,0.0,The Dilemma,False
44593,1,2.4,1.39931373999978,0.0,0.0,Perfect Opposites,False
44629,1,3.35,2.2668866174724736,-1.6094379124341005,0.0,Animal Kingdom,False
50318,1,2.7,1.4775472302506438,-1.483404559986935,0.0,Go Go Tales,False
16,1,3.85,2.3688227323124136,1.1402309407724267,0.0,Dancer in the Dark,False
83900,1,2.8,0.8430101096797404,0.0,0.0,Livid,False
305642,1,2.85,1.3403690019751089,0.0,0.0,Ithaca,False
307103,1,3.5,1.6346490247266074,0.0,1.150390625,Serial Killer 1,False
308361,1,2.7,1.8202878054467282,0.0,0.0,"Stockholm, Pennsylvania",False
312827,1,2.8,1.5264620907174942,0.0,0.0,The Nightmare,False
316268,1,1.7,1.183174613620923,0.0,0.0,Lake Eerie,False
316715,1,3.15,1.3311864318341728,0.0,0.0,The Eichmann Show,False
317442,1,3.65,1.666590348478404,0.0,0.0,The Last: Naruto the Movie,False
319076,1,3.55,0.9379567200738196,0.0,0.0,Listen to Me Marlon,False
319373,1,3.5,1.4861288363021323,0.0,0.0,Sweet Bean,False
319998,1,2.45,0.7828228800880134,0.0,0.0,Sworn Virgin,False
321160,1,2.75,1.885899874203417,0.0,0.0,With This Ring,False
321594,1,3.7,0.9225228716856388,0.0,0.0,Louis C.K.: Live at The Comedy Store,False
321741,1,3.5,2.046373651032904,0.363924402996363,0.0,Concussion,False
323262,1,2.4,1.9737003980368124,0.0,0.0,Holidays,False
323660,1,2.0,2.3299197732234562,0.0,0.0,Avengers Grimm,False
328252,1,2.35,0.8845474012871041,0.0,0.0,Sweet Home,False
328425,1,3.35,2.150116198173256,2.4677376524419787,0.0,The Gift,False
328720,1,2.95,1.474592056280794,0.0,0.0,Ma che bella sorpresa,False
329263,1,3.3,2.2215027951338384,0.0,0.0,Fuck You Goethe 2,False
329833,1,2.35,2.317976928603497,0.1127749606011993,0.0,Zoolander 2,False
331214,1,4.1,2.067334926465608,0.0,0.0,Band of Brothers,False
333596,1,3.4,1.168326766401304,0.18191154219389985,0.0,Woodlawn,False
306650,1,3.15,1.7150992428426324,0.0,0.0,Kajaki,False
302156,1,2.9,2.306435769613544,-0.7615486623264245,0.0,Criminal,False
258099,1,3.15,1.8761686300547933,0.0,0.0,Just Before I Go,False
301272,1,2.95,1.3315020575965566,0.0,0.0,Andiamo a quel paese,False
261392,1,3.0,2.2549512000852765,-0.031213394610568438,0.0,American Ultra,False
262841,1,3.0,2.6947079207537525,-0.6617428590362457,0.0,Monster Trucks,False
265016,1,2.4,2.3473344373699785,0.0,0.0,Extraterrestrial,False
267999,1,3.3,1.8426846542049824,-2.0530368700004757,0.0,White God,False
275060,1,3.3,2.127870807399923,0.0,0.0,The Disappearance of Eleanor Rigby: Her,False
277967,1,3.55,1.6751599204746914,0.0,0.0,Life Eternal,False
278236,1,3.25,2.5427542427561143,0.0,0.0,X+Y,False
279096,1,2.85,1.6334973490010791,0.0,0.0,Lazer Team,False
279641,1,3.0,2.098705298321104,-0.4162371762092095,0.0,Whiskey Tango Foxtrot,False
282297,1,3.95,1.8267721422685883,0.0,0.0,Cowspiracy: The Sustainability Secret,False
282376,1,3.8,1.195029431320502,0.0,0.0,Corn Island,False
284470,1,3.35,1.520534346383341,0.0,0.0,Atari: Game Over,False
286971,1,2.15,1.668518755001022,0.0,0.0,Innocence,True
287587,1,2.65,1.7516635999039676,0.0,0.0,Adult Beginners,False
290098,1,4.05,2.8170483923880454,-1.4641372743728784,0.0,The Handmaiden,False
291151,1,2.3,1.4469291005322011,0.0,0.0,The Stranger,False
294308,1,2.35,1.120164691403512,0.0,0.0,Don't Blink,False
296313,1,3.3,2.430939520730554,0.0,0.0,Men & Chicken,False
297239,1,2.75,1.8918666100442931,0.0,0.0,Boy 7,False
299939,1,2.1,0.8358222669121791,0.0,0.0,Debug,False
300803,1,2.25,2.453896775250099,0.0,0.0,Dragonheart 3: The Sorcerer's Curse,False
335778,1,2.85,2.17017318779529,0.8344203283149231,0.0,Risen,False
335970,1,2.15,1.5316067408442449,0.0,0.0,Joe Dirt 2: Beautiful Loser,False
337154,1,3.0,1.706616890401408,0.2878112828537573,0.0,The Meddler,False
337674,1,3.3,2.107307771551873,-1.432054572483829,0.0,Elle,False
378018,1,2.9,2.206381854531521,0.0,0.0,The Void,False
382322,1,3.1,1.8699970101064256,0.07563741420561998,0.0,Batman: The Killing Joke,False
382509,1,3.05,1.5031220516905557,0.0,2.650390625,Cezanne and I,False
388399,1,3.4,2.67744933409973,0.11626389716440425,0.0,Patriots Day,False
390669,1,3.55,1.6613511945895096,0.0,0.0,One Kiss,False
392788,1,3.0,0.9258611886040856,0.0,0.0,The Stopover,False
398535,1,3.7,1.4340947499089514,0.9129406449888732,0.0,Udta Punjab,False
399612,1,2.9,1.2510205942998114,0.0,0.0,Realive,False
403429,1,3.8,1.211730832849394,0.0,0.0,Two Lottery Tickets,False
403434,1,2.35,0.8521177972350289,0.0,0.0,Level Up,False
403605,1,3.2,1.4975626663723631,0.0,0.0,Headshot,False
408024,1,3.05,0.8773278414817292,0.0,,Moka,False
408439,1,3.05,2.2437250321737405,0.0,0.0,Hounds of Love,False
417678,1,3.65,2.4938703554727244,0.0,0.0,"Everything, Everything",False
421281,1,3.9,1.3173300606533551,0.0,0.0,Borrowed Time,False
424600,1,3.25,1.1045290831985832,0.0,0.0,The Immortal Life of Henrietta Lacks,False
424998,1,3.1,1.3015060567268133,0.0,0.0,The Case for Christ,False
426272,1,3.0,2.221625331621942,0.0,,Take Me,False
428687,1,2.85,0.9111065170241828,0.0,0.0,Deidra & Laney Rob a Train,False
430988,1,2.5,2.2337115358174304,0.0,0.0,Vamps,False
435366,1,3.9,0.8578850463965836,0.0,0.0,Fabricated City,False
377462,1,4.25,1.2656112179640926,0.0,0.0,O.J.: Made in America,False
377276,1,2.9,0.8031668255984948,0.0,0.0,Struggle for Life,False
377154,1,3.5,1.5911407353788392,0.0,0.0,Being 17,False
353378,1,2.4,0.7943721064427693,0.0,0.0,Big Stone Gap,False
338387,1,3.45,0.971006542764702,0.0,0.0,Youth in Oregon,False
339148,1,2.85,0.8442068022713032,0.0,0.0,Already Tomorrow in Hong Kong,False
340666,1,3.6,2.9396264702310435,0.26246607125081656,0.0,Nocturnal Animals,False
341006,1,3.05,2.7312761777320533,0.0,0.0,The Belko Experiment,False
343284,1,2.7,1.5456969398367908,0.0,0.0,Night Of The Living Deb,False
347031,1,3.4,2.21884233189088,0.3389581916918395,0.0,Swiss Army Man,False
347881,1,3.15,1.614444757241417,0.0,0.0,The Confirmation,False
348537,1,2.65,1.5976982717204014,0.0,0.0,Spanish Affair 2,False
352695,1,2.7,0.9854383647182832,0.0,0.0,Joshy,False
355111,1,3.1,1.5782796978142202,0.0,0.0,Barbie in Rock 'N Royals,False
376424,1,3.0,0.8027573536189796,0.0,0.0,Beware the Slenderman,False
356305,1,3.15,2.6763138209913304,1.133388871719632,0.0,Why Him?,False
358881,1,3.25,1.2320102557251704,0.0,0.0,Made in France,False
361745,1,3.45,0.7942243357130804,0.0,0.0,Autumn Dreams,False
362057,1,2.35,1.5744088978246782,0.0,0.0,Martyrs,False
366924,1,3.4,2.043089360352374,0.0,0.0,Batman: Bad Blood,False
367999,1,3.3,0.8600035149025749,0.0,0.0,The Last Will Be the Last,False
374416,1,3.4,1.6460089644876177,0.0,0.0,Quo vado?,False
374430,1,4.15,3.215300721796192,0.0,0.0,Black Mirror: White Christmas,False
376233,1,3.95,0.8735289404972361,0.0,0.0,"Life, Animated",False
259611,1,3.1,1.5016711708018018,0.0,0.0,Frontera,False
255709,1,4.05,0.9474443781804004,0.0,0.0,Hope,False
85446,1,3.35,2.0617825351860084,1.4484916921047435,0.0,Step Up Revolution,False
111440,1,2.75,2.342129888242436,0.0,0.0,The Pact,False
114958,1,1.95,1.3010585886293469,0.0,0.0,Storage 24,False
116979,1,3.15,1.5277539920407888,0.0,0.0,Chained,False
119360,1,3.1,1.4873134413701692,0.0,0.0,Me and You,False
120143,1,3.25,1.8952094609968289,0.0,0.0,The Four,False
121873,1,3.55,1.6732951390432504,0.0,0.0,Hannah Arendt,False
122857,1,2.55,2.55624132156343,-2.1042282978320084,0.0,Universal Soldier: Day of Reckoning,False
124071,1,3.4,1.0912126453771918,0.0,0.0,How to Make Money Selling Drugs,False
127560,1,3.35,1.808193848641477,0.21462842251014244,0.0,The Railway Man,False
127884,1,2.5,2.1481445044806584,0.0,0.0,Come Out and Play,False
131673,1,2.2,0.8204294002135458,0.0,0.0,It's in the Blood,False
135579,1,2.15,0.9718355556887576,0.0,0.0,Dead Before Dawn 3D,False
149085,1,2.95,1.1520639521004747,0.0,0.0,Tai Chi Hero,False
149763,1,3.15,0.8631076529681369,0.0,0.0,Men Do what Men Can,False
152780,1,3.55,2.215561534112035,-0.034050747757841435,0.0,The Past,False
154073,1,3.65,0.7499149625576541,0.0,0.0,Kid Blue,False
157834,1,2.95,2.3970416358267097,-2.4005144645943632,0.0,The Zero Theorem,False
158483,1,3.65,0.7636904495593092,0.0,0.0,Mei and the Kittenbus,False
158752,1,2.4,1.462941232539511,0.0,0.0,Escape from Tomorrow,False
158916,1,3.0,1.7578339517479546,-7.037701270112578,0.0,Sweetwater,False
160704,1,3.25,2.0087165906516664,1.69388546860504,0.0,The Berlin File,False
164331,1,1.95,2.399025361280502,0.0,0.0,Spiders,False
112949,1,3.45,2.0279405941549182,1.2486129404577042,0.0,Safe Haven,False
110160,1,3.85,2.1511783118978407,-6.6535211405978965,0.0,Laurence Anyways,False
252178,1,3.35,1.957351588304232,0.0,0.0,'71,False
105077,1,3.3,1.823091294204685,0.0,0.0,Battlestar Galactica: The Plan,False
85739,1,3.35,2.1795405774964447,0.0,0.0,A.C.A.B.: All Cops Are Bastards,False
86593,1,3.35,1.3557856678746996,0.0,0.0,Wild Bill,False
